Attaching to doppler-events_kafka_1
[36mkafka_1            |[0m 
[36mkafka_1            |[0m [2018-06-12 12:58:54,892] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-2 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,892] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-1 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,893] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-18 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,893] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-20 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,893] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-39 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,893] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-17 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,893] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-36 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,893] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-15 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,893] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition _schemas-0 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,893] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-12 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,893] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-14 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,893] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-33 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,893] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-9 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,893] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-49 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,893] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-11 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,894] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-status-2 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,894] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-30 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,894] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-46 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,894] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-27 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,905] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-6 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,905] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-8 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,905] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-24 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,906] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-3 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,906] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-43 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,906] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-22 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,907] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-5 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,907] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-0 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,907] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-19 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,907] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-21 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,907] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-2 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,907] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-40 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,907] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-37 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,907] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-18 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,907] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-16 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,908] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __confluent.support.metrics-0 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,908] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-15 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,908] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-13 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,908] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-34 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,908] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-12 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,908] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-31 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,908] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-status-3 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,908] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-10 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,908] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-9 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,908] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-7 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,908] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-status-0 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,908] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-47 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,908] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-19 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-28 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-38 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-17 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-4 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-35 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-14 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-44 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-23 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-6 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-25 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-16 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-status-4 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-11 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,909] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-22 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,910] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-41 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,910] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-32 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,910] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-configs-0 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,912] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-20 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,912] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-3 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,912] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition connect-offsets-1 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,912] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 1 from controller 1 epoch 4 starting the become-leader transition for partition __consumer_offsets-13 (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:54,974] INFO [ReplicaFetcherManager on broker 1] Removed fetcher for partitions __consumer_offsets-22,__consumer_offsets-30,connect-offsets-20,__consumer_offsets-8,__consumer_offsets-21,__consumer_offsets-4,__consumer_offsets-27,__consumer_offsets-7,__consumer_offsets-9,__consumer_offsets-46,connect-offsets-7,connect-offsets-24,connect-offsets-16,__consumer_offsets-25,connect-status-4,__consumer_offsets-35,__consumer_offsets-41,__consumer_offsets-33,__consumer_offsets-23,__consumer_offsets-49,_schemas-0,connect-offsets-3,connect-offsets-21,connect-offsets-11,__consumer_offsets-47,connect-offsets-6,__consumer_offsets-16,connect-configs-0,__consumer_offsets-28,__consumer_offsets-31,__consumer_offsets-36,connect-status-3,__consumer_offsets-42,__consumer_offsets-3,__consumer_offsets-18,connect-offsets-17,__consumer_offsets-37,connect-offsets-10,__consumer_offsets-15,__consumer_offsets-24,connect-offsets-2,connect-offsets-18,connect-offsets-23,connect-status-2,__consumer_offsets-38,__consumer_offsets-17,__consumer_offsets-48,__confluent.support.metrics-0,__consumer_offsets-19,__consumer_offsets-11,connect-offsets-15,__consumer_offsets-13,__consumer_offsets-2,connect-offsets-4,__consumer_offsets-43,__consumer_offsets-6,__consumer_offsets-14,connect-offsets-12,connect-offsets-5,connect-offsets-13,connect-offsets-14,connect-offsets-0,connect-status-0,__consumer_offsets-20,__consumer_offsets-0,__consumer_offsets-44,connect-offsets-8,__consumer_offsets-39,__consumer_offsets-12,__consumer_offsets-45,__consumer_offsets-1,__consumer_offsets-5,__consumer_offsets-26,connect-offsets-9,__consumer_offsets-29,connect-status-1,influx-topic-0,connect-offsets-1,connect-offsets-19,connect-offsets-22,__consumer_offsets-34,__consumer_offsets-10,__consumer_offsets-32,__consumer_offsets-40 (kafka.server.ReplicaFetcherManager)
[36mkafka_1            |[0m [2018-06-12 12:58:55,137] INFO Replica loaded for partition __consumer_offsets-0 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:55,150] INFO [Partition __consumer_offsets-0 broker=1] __consumer_offsets-0 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:55,577] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition __consumer_offsets-0 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:55,629] INFO Replica loaded for partition connect-status-1 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:55,630] INFO [Partition connect-status-1 broker=1] connect-status-1 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:55,631] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition connect-status-1 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:55,699] INFO Replica loaded for partition connect-offsets-8 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:55,700] INFO [Partition connect-offsets-8 broker=1] connect-offsets-8 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:55,701] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition connect-offsets-8 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:55,734] INFO Replica loaded for partition __consumer_offsets-29 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:55,735] INFO [Partition __consumer_offsets-29 broker=1] __consumer_offsets-29 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:55,736] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition __consumer_offsets-29 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:55,779] INFO Replica loaded for partition __consumer_offsets-48 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:55,780] INFO [Partition __consumer_offsets-48 broker=1] __consumer_offsets-48 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:55,788] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition __consumer_offsets-48 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:55,817] INFO Replica loaded for partition __consumer_offsets-10 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:55,818] INFO [Partition __consumer_offsets-10 broker=1] __consumer_offsets-10 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:55,824] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition __consumer_offsets-10 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:55,858] INFO Replica loaded for partition __consumer_offsets-45 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:55,860] INFO [Partition __consumer_offsets-45 broker=1] __consumer_offsets-45 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:55,861] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition __consumer_offsets-45 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:55,883] INFO Replica loaded for partition __consumer_offsets-26 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:55,883] INFO [Partition __consumer_offsets-26 broker=1] __consumer_offsets-26 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:55,884] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition __consumer_offsets-26 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:55,906] INFO Replica loaded for partition connect-offsets-5 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:55,907] INFO [Partition connect-offsets-5 broker=1] connect-offsets-5 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:55,909] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition connect-offsets-5 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:55,934] INFO Replica loaded for partition __consumer_offsets-7 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:55,934] INFO [Partition __consumer_offsets-7 broker=1] __consumer_offsets-7 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:55,937] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition __consumer_offsets-7 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:55,973] INFO Replica loaded for partition connect-offsets-24 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:55,974] INFO [Partition connect-offsets-24 broker=1] connect-offsets-24 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:55,975] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition connect-offsets-24 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:56,019] INFO Replica loaded for partition __consumer_offsets-42 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:56,020] INFO [Partition __consumer_offsets-42 broker=1] __consumer_offsets-42 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:56,025] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition __consumer_offsets-42 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:56,062] INFO Replica loaded for partition connect-offsets-21 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:56,063] INFO [Partition connect-offsets-21 broker=1] connect-offsets-21 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:56,065] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition connect-offsets-21 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:56,118] INFO Replica loaded for partition influx-topic-0 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:56,119] INFO [Partition influx-topic-0 broker=1] influx-topic-0 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:56,120] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition influx-topic-0 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:56,153] INFO Replica loaded for partition __consumer_offsets-4 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:56,161] INFO [Partition __consumer_offsets-4 broker=1] __consumer_offsets-4 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:56,162] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition __consumer_offsets-4 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:56,189] INFO Replica loaded for partition __consumer_offsets-23 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:56,189] INFO [Partition __consumer_offsets-23 broker=1] __consumer_offsets-23 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:56,190] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition __consumer_offsets-23 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:56,222] INFO Replica loaded for partition connect-offsets-2 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:56,223] INFO [Partition connect-offsets-2 broker=1] connect-offsets-2 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:56,224] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition connect-offsets-2 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:56,244] INFO Replica loaded for partition __consumer_offsets-1 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:56,245] INFO [Partition __consumer_offsets-1 broker=1] __consumer_offsets-1 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:56,246] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition __consumer_offsets-1 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:56,265] INFO Replica loaded for partition connect-offsets-18 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:56,266] INFO [Partition connect-offsets-18 broker=1] connect-offsets-18 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:56,267] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition connect-offsets-18 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:56,292] INFO Replica loaded for partition __consumer_offsets-20 with initial high watermark 0 (kafka.cluster.Replica)
[36mkafka_1            |[0m [2018-06-12 12:58:56,293] INFO [Partition __consumer_offsets-20 broker=1] __consumer_offsets-20 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mkafka_1            |[0m [2018-06-12 12:58:56,294] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 4 with correlation id 1 for partition __consumer_offsets-20 (last update controller epoch 1) (state.change.logger)
[36mkafka_1            |[0m [2018-06-12 12:58:56,316] INFO Replica loaded for partition __consumer_offsets-39 with initial high watermark 0 (kafka.cluster.Replica)
